restaurant name,restaurant type,rate (out of 5),num of ratings,avg cost (two people),online_order,table booking,cuisines type,area,local address
#FeelTheROLL,Quick Bites,3.4,7,200.0,0,0,Fast Food,Bellandur,Bellandur
#L-81 Cafe,Quick Bites,3.9,48,400.0,1,0,Fast Food,"Byresandra,Tavarekere,Madiwala",HSR
#L-81 Cafe,Quick Bites,3.9,48,400.0,1,0,Beverages,"Byresandra,Tavarekere,Madiwala",HSR
#refuel,Cafe,3.7,37,400.0,1,0,Cafe,Bannerghatta Road,Bannerghatta Road
#refuel,Cafe,3.7,37,400.0,1,0,Beverages,Bannerghatta Road,Bannerghatta Road
'@ Biryani Central,Casual Dining,2.7,135,550.0,1,0,Biryani,Marathahalli,Marathahalli
'@ Biryani Central,Casual Dining,2.7,135,550.0,1,0,Mughlai,Marathahalli,Marathahalli
'@ Biryani Central,Casual Dining,2.7,135,550.0,1,0,Chinese,Marathahalli,Marathahalli
'@ The Bbq,Casual Dining,2.8,40,700.0,1,0,BBQ,Bellandur,Bellandur
'@ The Bbq,Casual Dining,2.8,40,700.0,1,0,Continental,Bellandur,Bellandur
'@ The Bbq,Casual Dining,2.8,40,700.0,1,0,North Indian,Bellandur,Bellandur
'@ The Bbq,Casual Dining,2.8,40,700.0,1,0,Chinese,Bellandur,Bellandur
'@ The Bbq,Casual Dining,2.8,40,700.0,1,0,Beverages,Bellandur,Bellandur
'@99,"Takeaway, Delivery",3.4,37,200.0,0,0,Mughlai,Whitefield,Whitefield
'@99,"Takeaway, Delivery",3.4,37,200.0,0,0,Biryani,Whitefield,Whitefield
'@99,"Takeaway, Delivery",3.4,37,200.0,0,0,Chinese,Whitefield,Whitefield
'@99,"Takeaway, Delivery",3.4,37,200.0,0,0,North Indian,Whitefield,Whitefield
'@Italy,Casual Dining,4.1,305,700.0,1,0,Italian,Banashankari,Kumaraswamy Layout
'@North Parontha Hut,"Takeaway, Delivery",2.8,40,300.0,0,0,North Indian,Indiranagar,Old Airport Road
1000 B.C,Quick Bites,3.2,49,300.0,1,0,Arabian,"Byresandra,Tavarekere,Madiwala",Koramangala 5th Block
1000 B.C,Quick Bites,3.2,49,300.0,1,0,Sandwich,"Byresandra,Tavarekere,Madiwala",Koramangala 5th Block
1000 B.C,Quick Bites,3.2,49,300.0,1,0,Rolls,"Byresandra,Tavarekere,Madiwala",Koramangala 5th Block
1000 B.C,Quick Bites,3.2,49,300.0,1,0,Burger,"Byresandra,Tavarekere,Madiwala",Koramangala 5th Block
100C,Casual Dining,3.7,41,450.0,0,0,Biryani,"Byresandra,Tavarekere,Madiwala",BTM
100C,Casual Dining,3.7,41,450.0,0,0,North Indian,"Byresandra,Tavarekere,Madiwala",BTM
11 to 11 Express Biriyanis,Quick Bites,3.5,22,300.0,1,0,Biryani,Electronic City,Electronic City
11 to 11 Express Biriyanis,Quick Bites,3.5,22,300.0,1,0,Kebab,Electronic City,Electronic City
1441 Pizzeria,Casual Dining,4.1,119,800.0,1,0,Pizza,Basavanagudi,JP Nagar
1441 Pizzeria,Casual Dining,4.1,119,800.0,1,0,Salad,Basavanagudi,JP Nagar
154 Breakfast Club,Cafe,4.0,1509,900.0,1,1,Cafe,"Byresandra,Tavarekere,Madiwala",Koramangala 3rd Block
154 Breakfast Club,Cafe,4.0,1509,900.0,1,1,Continental,"Byresandra,Tavarekere,Madiwala",Koramangala 3rd Block
1722 Urban Bistro,Casual Dining,4.1,218,600.0,1,1,North Indian,"Byresandra,Tavarekere,Madiwala",Koramangala 5th Block
1722 Urban Bistro,Casual Dining,4.1,218,600.0,1,1,Chinese,"Byresandra,Tavarekere,Madiwala",Koramangala 5th Block
1722 Urban Bistro,Casual Dining,4.1,218,600.0,1,1,Fast Food,"Byresandra,Tavarekere,Madiwala",Koramangala 5th Block
1722 Urban Bistro,Casual Dining,4.1,218,600.0,1,1,Biryani,"Byresandra,Tavarekere,Madiwala",Koramangala 5th Block
18+ Ice Cafe,Cafe,3.5,24,550.0,0,0,Cafe,Kalyan Nagar,Kammanahalli
18+ Ice Cafe,Cafe,3.5,24,550.0,0,0,Fast Food,Kalyan Nagar,Kammanahalli
18+ Ice Cafe,Cafe,3.5,24,550.0,0,0,Chinese,Kalyan Nagar,Kammanahalli
18+ Ice Cafe,Cafe,3.5,24,550.0,0,0,Beverages,Kalyan Nagar,Kammanahalli
1947,Casual Dining,3.9,620,1000.0,0,1,North Indian,Rajajinagar,Rajajinagar
1947,Casual Dining,3.9,620,1000.0,0,1,Chinese,Rajajinagar,Rajajinagar
1947,Casual Dining,3.9,620,1000.0,0,1,Continental,Rajajinagar,Rajajinagar
1980s Games Cafe,Cafe,3.4,58,400.0,1,0,Cafe,Banashankari,Basavanagudi
1980s Games Cafe,Cafe,3.4,58,400.0,1,0,Fast Food,Banashankari,Basavanagudi
1992 Chats - Space,Quick Bites,3.7,33,200.0,1,0,Street Food,Malleshwaram,Rajajinagar
1TO3 Kitchen,Delivery,3.1,11,800.0,0,0,North Indian,Marathahalli,Marathahalli
1TO3 Kitchen,Delivery,3.1,11,800.0,0,0,Chinese,Marathahalli,Marathahalli
1TO3 Kitchen,Delivery,3.1,11,800.0,0,0,Continental,Marathahalli,Marathahalli
1TO3 Kitchen,Delivery,3.1,11,800.0,0,0,Italian,Marathahalli,Marathahalli
1TO3 Kitchen,Delivery,3.1,11,800.0,0,0,South Indian,Marathahalli,Marathahalli
2 Statez,Casual Dining,3.7,209,600.0,1,0,Kerala,Kalyan Nagar,Kalyan Nagar
2 Statez,Casual Dining,3.7,209,600.0,1,0,Seafood,Kalyan Nagar,Kalyan Nagar
2 Statez,Casual Dining,3.7,209,600.0,1,0,South Indian,Kalyan Nagar,Kalyan Nagar
2 Statez,Casual Dining,3.7,209,600.0,1,0,North Indian,Kalyan Nagar,Kalyan Nagar
2 Statez,Casual Dining,3.7,209,600.0,1,0,Chinese,Kalyan Nagar,Kalyan Nagar
20 Feet High,"Casual Dining, Bar",4.0,932,1000.0,1,1,American,Brigade Road,Church Street
20 Feet High,"Casual Dining, Bar",4.0,932,1000.0,1,1,Continental,Brigade Road,Church Street
20 Feet High,"Casual Dining, Bar",4.0,932,1000.0,1,1,Steak,Brigade Road,Church Street
20 Feet High,"Casual Dining, Bar",4.0,932,1000.0,1,1,Salad,Brigade Road,Church Street
21 C - La Marvella Sarovar Premiere Hotel,Casual Dining,3.6,15,1000.0,0,0,Continental,Basavanagudi,Jayanagar
24 Carats - The Capitol,Casual Dining,3.1,46,1000.0,0,0,Asian,Brigade Road,Cunningham Road
24 Carats - The Capitol,Casual Dining,3.1,46,1000.0,0,0,Continental,Brigade Road,Cunningham Road
24 Hours Cake Delivery,Delivery,3.3,4,700.0,0,0,Bakery,Indiranagar,Old Airport Road
24 Hours Coffee Drop - La Classic,Cafe,3.4,9,800.0,0,0,Cafe,Electronic City,Electronic City
24/7 Food Service,"Takeaway, Delivery",2.9,7,300.0,1,0,South Indian,"Byresandra,Tavarekere,Madiwala",JP Nagar
24/7 Food Service,"Takeaway, Delivery",2.9,7,300.0,1,0,North Indian,"Byresandra,Tavarekere,Madiwala",JP Nagar
24/7 Food Service,"Takeaway, Delivery",2.9,7,300.0,1,0,Fast Food,"Byresandra,Tavarekere,Madiwala",JP Nagar
24th Main,Casual Dining,4.1,1234,800.0,0,1,North Indian,Bannerghatta Road,JP Nagar
24th Main,Casual Dining,4.1,1234,800.0,0,1,South Indian,Bannerghatta Road,JP Nagar
24th Main,Casual Dining,4.1,1234,800.0,0,1,Chinese,Bannerghatta Road,JP Nagar
29 Degrees North,Quick Bites,3.9,283,250.0,1,0,North Indian,Kalyan Nagar,Banaswadi
29 Degrees North,Quick Bites,3.9,283,250.0,1,0,Fast Food,Kalyan Nagar,Banaswadi
29 Degrees North,Quick Bites,3.9,283,250.0,1,0,Street Food,Kalyan Nagar,Banaswadi
2nd Home Restaurant,Quick Bites,3.7,21,500.0,1,0,South Indian,"Byresandra,Tavarekere,Madiwala",BTM
2nd Home Restaurant,Quick Bites,3.7,21,500.0,1,0,North Indian,"Byresandra,Tavarekere,Madiwala",BTM
2nd Home Restaurant,Quick Bites,3.7,21,500.0,1,0,Chinese,"Byresandra,Tavarekere,Madiwala",BTM
3 Leafs,Casual Dining,3.7,128,600.0,1,0,North Indian,Marathahalli,Kaggadasapura
3 Leafs,Casual Dining,3.7,128,600.0,1,0,South Indian,Marathahalli,Kaggadasapura
3 Leafs,Casual Dining,3.7,128,600.0,1,0,Chinese,Marathahalli,Kaggadasapura
3 Spice,Casual Dining,3.9,156,450.0,1,0,North Indian,Koramangala 7th Block,Wilson Garden
3 Spice,Casual Dining,3.9,156,450.0,1,0,Chinese,Koramangala 7th Block,Wilson Garden
30 Square,Quick Bites,4.2,556,400.0,1,0,Tibetan,"Byresandra,Tavarekere,Madiwala",Koramangala 5th Block
30 Square,Quick Bites,4.2,556,400.0,1,0,Nepalese,"Byresandra,Tavarekere,Madiwala",Koramangala 5th Block
30 Square,Quick Bites,4.2,556,400.0,1,0,Momos,"Byresandra,Tavarekere,Madiwala",Koramangala 5th Block
360 Atoms Restaurant And Cafe,Cafe,3.1,13,400.0,1,0,Cafe,Banashankari,Banashankari
360 Atoms Restaurant And Cafe,Cafe,3.1,13,400.0,1,0,Chinese,Banashankari,Banashankari
360 Atoms Restaurant And Cafe,Cafe,3.1,13,400.0,1,0,Continental,Banashankari,Banashankari
360 Atoms Restaurant And Cafe,Cafe,3.1,13,400.0,1,0,Italian,Banashankari,Banashankari
36th Cross Coffee Mane,Casual Dining,3.7,29,500.0,0,0,North Indian,JP Nagar,BTM
36th Cross Coffee Mane,Casual Dining,3.7,29,500.0,0,0,Chinese,JP Nagar,BTM
37 China Town,Casual Dining,3.5,58,900.0,0,0,Chinese,Lavelle Road,Race Course Road
37 China Town,Casual Dining,3.5,58,900.0,0,0,Thai,Lavelle Road,Race Course Road
37 China Town,Casual Dining,3.5,58,900.0,0,0,North Indian,Lavelle Road,Race Course Road
37 China Town,Casual Dining,3.5,58,900.0,0,0,South Indian,Lavelle Road,Race Course Road
37 China Town,Casual Dining,3.5,58,900.0,0,0,Continental,Lavelle Road,Race Course Road
"3B's - Buddies, Bar & Barbecues","Casual Dining, Bar",4.4,1149,1100.0,0,1,North Indian,"Byresandra,Tavarekere,Madiwala",BTM
"3B's - Buddies, Bar & Barbecues","Casual Dining, Bar",4.4,1149,1100.0,0,1,Mediterranean,"Byresandra,Tavarekere,Madiwala",BTM
"3B's - Buddies, Bar & Barbecues","Casual Dining, Bar",4.4,1149,1100.0,0,1,European,"Byresandra,Tavarekere,Madiwala",BTM
"3B's - Buddies, Bar & Barbecues","Casual Dining, Bar",4.4,1149,1100.0,0,1,BBQ,"Byresandra,Tavarekere,Madiwala",BTM
3G's - Gulp & Groove,"Bar, Casual Dining",4.1,662,1100.0,1,1,Finger Food,Malleshwaram,Malleshwaram
3G's - Gulp & Groove,"Bar, Casual Dining",4.1,662,1100.0,1,1,Continental,Malleshwaram,Malleshwaram
3G's - Gulp & Groove,"Bar, Casual Dining",4.1,662,1100.0,1,1,Chinese,Malleshwaram,Malleshwaram
3rd Innings,"Casual Dining, Bar",3.0,17,1000.0,0,0,Burger,Electronic City,Electronic City
3rd Innings,"Casual Dining, Bar",3.0,17,1000.0,0,0,Italian,Electronic City,Electronic City
3rd Innings,"Casual Dining, Bar",3.0,17,1000.0,0,0,North Indian,Electronic City,Electronic City
3rd Innings,"Casual Dining, Bar",3.0,17,1000.0,0,0,Chinese,Electronic City,Electronic City
4 Mangoes,Kiosk,3.7,14,200.0,0,0,Ice Cream,Indiranagar,Old Airport Road
4 Seasons Restaurant,Casual Dining,3.7,399,1000.0,1,1,North Indian,Kalyan Nagar,Kalyan Nagar
4 Seasons Restaurant,Casual Dining,3.7,399,1000.0,1,1,Seafood,Kalyan Nagar,Kalyan Nagar
4 Seasons Restaurant,Casual Dining,3.7,399,1000.0,1,1,Middle Eastern,Kalyan Nagar,Kalyan Nagar
4 Seasons Restaurant,Casual Dining,3.7,399,1000.0,1,1,Chinese,Kalyan Nagar,Kalyan Nagar
4 States,Food Court,3.2,4,400.0,0,0,South Indian,Sarjapur Road,Bellandur
4700BC Popcorn,"Takeaway, Delivery",4.1,55,500.0,0,0,Fast Food,Whitefield,Whitefield
4Foodiez,Quick Bites,3.6,82,300.0,1,0,South Indian,Electronic City,Electronic City
4Foodiez,Quick Bites,3.6,82,300.0,1,0,North Indian,Electronic City,Electronic City
4Foodiez,Quick Bites,3.6,82,300.0,1,0,Chinese,Electronic City,Electronic City
4Foodiez - The Restaurant,Quick Bites,3.0,23,400.0,0,0,Street Food,Electronic City,Electronic City
4Foodiez - The Restaurant,Quick Bites,3.0,23,400.0,0,0,Chinese,Electronic City,Electronic City
4Foodiez - The Restaurant,Quick Bites,3.0,23,400.0,0,0,North Indian,Electronic City,Electronic City
4Foodiez - The Restaurant,Quick Bites,3.0,23,400.0,0,0,South Indian,Electronic City,Electronic City
4K Biryani,Delivery,3.3,4,700.0,1,0,North Indian,HSR,HSR
4K Biryani,Delivery,3.3,4,700.0,1,0,Chinese,HSR,HSR
4th Tea Block,Cafe,4.0,62,150.0,0,0,Cafe,Basavanagudi,Jayanagar
5 Star Food,Quick Bites,2.8,40,300.0,1,0,South Indian,Frazer Town,Kammanahalli
5 Star Food,Quick Bites,2.8,40,300.0,1,0,Fast Food,Frazer Town,Kammanahalli
50-50 EATING HOUSE,Quick Bites,3.2,4,100.0,0,0,South Indian,Banashankari,Basavanagudi
50-50 EATING HOUSE,Quick Bites,3.2,4,100.0,0,0,Biryani,Banashankari,Basavanagudi
55 Wall Street,Bar,3.9,1763,1300.0,0,1,Finger Food,Bannerghatta Road,JP Nagar
55 Wall Street,Bar,3.9,1763,1300.0,0,1,North Indian,Bannerghatta Road,JP Nagar
55 Wall Street,Bar,3.9,1763,1300.0,0,1,Chinese,Bannerghatta Road,JP Nagar
56 Bhoga Sweets,"Takeaway, Delivery",3.6,51,150.0,0,0,Mithai,HSR,HSR
56 Bhoga Sweets,"Takeaway, Delivery",3.6,51,150.0,0,0,Street Food,HSR,HSR
5th Main Cafe,Cafe,3.5,15,250.0,0,0,Cafe,"Byresandra,Tavarekere,Madiwala",HSR
5th Main Cafe,Cafe,3.5,15,250.0,0,0,Fast Food,"Byresandra,Tavarekere,Madiwala",HSR
7 Days Restaurant,Quick Bites,3.8,478,400.0,1,0,North Indian,Electronic City,Electronic City
7 Days Restaurant,Quick Bites,3.8,478,400.0,1,0,Chinese,Electronic City,Electronic City
7 Days Restaurant,Quick Bites,3.8,478,400.0,1,0,Arabian,Electronic City,Electronic City
7 Degrees North,Casual Dining,3.5,11,500.0,0,0,North Indian,HSR,HSR
7 Hills Andhra Mess,Mess,3.4,8,300.0,0,0,Andhra,Indiranagar,CV Raman Nagar
7 Plates,Casual Dining,3.5,531,600.0,1,0,North Indian,Kammanahalli,Kalyan Nagar
7 Plates,Casual Dining,3.5,531,600.0,1,0,Mughlai,Kammanahalli,Kalyan Nagar
7 Plates,Casual Dining,3.5,531,600.0,1,0,Rolls,Kammanahalli,Kalyan Nagar
7 Plates,Casual Dining,3.5,531,600.0,1,0,Fast Food,Kammanahalli,Kalyan Nagar
7 Shanghai,Quick Bites,3.5,18,250.0,1,0,Chinese,Electronic City,Electronic City
7 Spice,Quick Bites,3.4,5,250.0,0,0,Biryani,Kalyan Nagar,Banaswadi
7 Spice,Quick Bites,3.4,5,250.0,0,0,Chinese,Kalyan Nagar,Banaswadi
7 to 11 Food Court,Quick Bites,3.7,16,200.0,1,0,Fast Food,Frazer Town,Banaswadi
7 to 11 Food Court,Quick Bites,3.7,16,200.0,1,0,Burger,Frazer Town,Banaswadi
7 to 11 Food Court,Quick Bites,3.7,16,200.0,1,0,North Indian,Frazer Town,Banaswadi
7 to 11 Food Court,Quick Bites,3.7,16,200.0,1,0,South Indian,Frazer Town,Banaswadi
70 Brigade - Iris Hotel,Casual Dining,3.9,105,1000.0,0,1,Chinese,Brigade Road,Brigade Road
70 Brigade - Iris Hotel,Casual Dining,3.9,105,1000.0,0,1,North Indian,Brigade Road,Brigade Road
70 Brigade - Iris Hotel,Casual Dining,3.9,105,1000.0,0,1,Pizza,Brigade Road,Brigade Road
7Biryanis,Casual Dining,3.2,4,600.0,1,0,Andhra,Kalyan Nagar,Nagawara
7Biryanis,Casual Dining,3.2,4,600.0,1,0,Biryani,Kalyan Nagar,Nagawara
7th Heaven,Bakery,3.6,17,300.0,0,0,Bakery,New BEL Road,New BEL Road
7th Heaven,Bakery,3.6,17,300.0,0,0,Desserts,New BEL Road,New BEL Road
8 Slice,Delivery,3.7,74,600.0,1,0,Pizza,Brigade Road,Koramangala 6th Block
9 Bowls,Quick Bites,2.8,40,500.0,1,0,Healthy Food,HSR,Koramangala 1st Block
9 Bowls,Quick Bites,2.8,40,500.0,1,0,Continental,HSR,Koramangala 1st Block
9 Bowls,Quick Bites,2.8,40,500.0,1,0,North Indian,HSR,Koramangala 1st Block
9 Bowls,Quick Bites,2.8,40,500.0,1,0,Chinese,HSR,Koramangala 1st Block
90's,Quick Bites,2.8,40,200.0,0,0,North Indian,HSR,HSR
90's Beer Cafe - Hotel Millennium Plaza,Bar,3.0,7,1000.0,0,0,Finger Food,Electronic City,Electronic City
90's Cafe,Quick Bites,2.8,40,500.0,0,0,Fast Food,Jayanagar,JP Nagar
90's Cafe,Quick Bites,2.8,40,500.0,0,0,Burger,Jayanagar,JP Nagar
99 Caffe,Quick Bites,3.6,106,250.0,1,0,South Indian,Brookefield,Brookefield
99 Caffe,Quick Bites,3.6,106,250.0,1,0,North Indian,Brookefield,Brookefield
99 Caffe,Quick Bites,3.6,106,250.0,1,0,Chinese,Brookefield,Brookefield
99 Pancakes,Dessert Parlor,4.1,41,150.0,1,0,Desserts,Brigade Road,Church Street
99 Pancakes,Dessert Parlor,4.1,41,150.0,1,0,Ice Cream,Brigade Road,Church Street
99 Variety Dosa & Pav Bhaji,Quick Bites,3.8,16,250.0,1,0,South Indian,Koramangala 5th Block,Koramangala 6th Block
99 Variety Dosa & Pav Bhaji,Quick Bites,3.8,16,250.0,1,0,North Indian,Koramangala 5th Block,Koramangala 6th Block
99 Variety Dosa & Pav Bhaji,Quick Bites,3.8,16,250.0,1,0,Street Food,Koramangala 5th Block,Koramangala 6th Block
99 Variety Dosa and Pav Bhaji,Quick Bites,4.0,101,250.0,1,0,South Indian,"Byresandra,Tavarekere,Madiwala",HSR
99 Variety Dosa and Pav Bhaji,Quick Bites,4.0,101,250.0,1,0,North Indian,"Byresandra,Tavarekere,Madiwala",HSR
99 Variety Dosa and Pav Bhaji,Quick Bites,4.0,101,250.0,1,0,Street Food,"Byresandra,Tavarekere,Madiwala",HSR
99 Variety Dose-Biryanis-Starters,"Takeaway, Delivery",2.8,40,300.0,1,0,South Indian,HSR,HSR
99 Variety Dose-Biryanis-Starters,"Takeaway, Delivery",2.8,40,300.0,1,0,North Indian,HSR,HSR
99 Variety Dose-Biryanis-Starters,"Takeaway, Delivery",2.8,40,300.0,1,0,Fast Food,HSR,HSR
99 Variety Dose-Biryanis-Starters,"Takeaway, Delivery",2.8,40,300.0,1,0,Chinese,HSR,HSR
99Foods,Quick Bites,3.4,32,400.0,0,0,Biryani,Marathahalli,Marathahalli
99Foods,Quick Bites,3.4,32,400.0,0,0,North Indian,Marathahalli,Marathahalli
99Foods,Quick Bites,3.4,32,400.0,0,0,Chinese,Marathahalli,Marathahalli
99Foods,Quick Bites,3.4,32,400.0,0,0,Kebab,Marathahalli,Marathahalli
9D Foods,Quick Bites,4.0,458,400.0,1,0,North Indian,Brookefield,Marathahalli
9D Foods,Quick Bites,4.0,458,400.0,1,0,Street Food,Brookefield,Marathahalli
9th Cross Cafe,Cafe,3.6,12,550.0,0,0,Cafe,Indiranagar,Jeevan Bhima Nagar
9th Cross Cafe,Cafe,3.6,12,550.0,0,0,Italian,Indiranagar,Jeevan Bhima Nagar
9th Cross Cafe,Cafe,3.6,12,550.0,0,0,French,Indiranagar,Jeevan Bhima Nagar
A 1 Pizza and Food,Delivery,2.8,211,300.0,1,0,Pizza,Indiranagar,Old Airport Road
A 1 Pizza and Food,Delivery,2.8,211,300.0,1,0,Chinese,Indiranagar,Old Airport Road
A 1 Pizza and Food,Delivery,2.8,211,300.0,1,0,North Indian,Indiranagar,Old Airport Road
A Bar,Bar,3.3,19,600.0,0,0,North Indian,"Byresandra,Tavarekere,Madiwala",HSR
A Bar,Bar,3.3,19,600.0,0,0,Continental,"Byresandra,Tavarekere,Madiwala",HSR
A Hole Lotta Love Cafe,Cafe,4.3,2871,600.0,1,0,Cafe,Koramangala 4th Block,Koramangala 5th Block
A Hole Lotta Love Cafe,Cafe,4.3,2871,600.0,1,0,American,Koramangala 4th Block,Koramangala 5th Block
A Hole Lotta Love Cafe,Cafe,4.3,2871,600.0,1,0,Burger,Koramangala 4th Block,Koramangala 5th Block
A Hole Lotta Love Cafe,Cafe,4.3,2871,600.0,1,0,Sandwich,Koramangala 4th Block,Koramangala 5th Block
A Hole Lotta Love Cafe,Cafe,4.3,2871,600.0,1,0,Beverages,Koramangala 4th Block,Koramangala 5th Block
A Little For Love,Bakery,3.4,12,350.0,0,0,Bakery,Kalyan Nagar,Hennur
A M Biryani Hotel,Quick Bites,3.3,6,300.0,1,0,North Indian,Bannerghatta Road,Bannerghatta Road
A M Biryani Hotel,Quick Bites,3.3,6,300.0,1,0,Chinese,Bannerghatta Road,Bannerghatta Road
A M Biryani Hotel,Quick Bites,3.3,6,300.0,1,0,Biryani,Bannerghatta Road,Bannerghatta Road
A M Biryani Hotel,Quick Bites,3.3,6,300.0,1,0,Fast Food,Bannerghatta Road,Bannerghatta Road
A Southern Fair,Casual Dining,3.0,19,750.0,1,0,Biryani,Whitefield,Whitefield
A Southern Fair,Casual Dining,3.0,19,750.0,1,0,Seafood,Whitefield,Whitefield
A Southern Fair,Casual Dining,3.0,19,750.0,1,0,South Indian,Whitefield,Whitefield
A Today Thick Shakes,Beverage Shop,3.2,9,200.0,0,0,Beverages,Jayanagar,Koramangala 5th Block
A.M New Punjab Food Corner,Quick Bites,3.5,21,350.0,1,0,North Indian,"Byresandra,Tavarekere,Madiwala",Koramangala 1st Block
A.M New Punjab Food Corner,Quick Bites,3.5,21,350.0,1,0,Chinese,"Byresandra,Tavarekere,Madiwala",Koramangala 1st Block
A1 Ambur Dum Biryani And Parota Centre,Quick Bites,3.2,4,300.0,0,0,Biryani,Rajajinagar,Basaveshwara Nagar
A1 Biriyani Point,Quick Bites,3.0,10,200.0,0,0,Biryani,Malleshwaram,Seshadripuram
A1 Garam Masala,Casual Dining,3.6,25,500.0,1,0,North Indian,JP Nagar,Kanakapura Road
A1 Garam Masala,Casual Dining,3.6,25,500.0,1,0,Andhra,JP Nagar,Kanakapura Road
A1 Garam Masala,Casual Dining,3.6,25,500.0,1,0,Chinese,JP Nagar,Kanakapura Road
A1 Hot Dum Biryani,Quick Bites,3.2,4,150.0,0,0,Biryani,Whitefield,Whitefield
A1 Spice Inn,Casual Dining,3.5,46,500.0,0,0,Biryani,Malleshwaram,Yeshwantpur
A1 Spice Inn,Casual Dining,3.5,46,500.0,0,0,Chinese,Malleshwaram,Yeshwantpur
A1 Spice Inn,Casual Dining,3.5,46,500.0,0,0,Hyderabadi,Malleshwaram,Yeshwantpur
A1 Spice Inn,Casual Dining,3.5,46,500.0,0,0,North Indian,Malleshwaram,Yeshwantpur
A1 Spice Inn,Casual Dining,3.5,46,500.0,0,0,South Indian,Malleshwaram,Yeshwantpur
A2B - Adyar Ananda Bhavan,Casual Dining,2.5,544,400.0,1,0,South Indian,Whitefield,Whitefield
A2B - Adyar Ananda Bhavan,Casual Dining,2.5,544,400.0,1,0,North Indian,Whitefield,Whitefield
A2B - Adyar Ananda Bhavan,Casual Dining,2.5,544,400.0,1,0,Chinese,Whitefield,Whitefield
A2B - Adyar Ananda Bhavan,Casual Dining,2.5,544,400.0,1,0,Street Food,Whitefield,Whitefield
A2B - Adyar Ananda Bhavan,Casual Dining,2.5,544,400.0,1,0,Fast Food,Whitefield,Whitefield
A2B Veg - Adyar Ananda Bhavan,Casual Dining,2.7,97,400.0,1,0,South Indian,Basavanagudi,Basavanagudi
A2B Veg - Adyar Ananda Bhavan,Casual Dining,2.7,97,400.0,1,0,Fast Food,Basavanagudi,Basavanagudi
A2B Veg - Adyar Ananda Bhavan,Casual Dining,2.7,97,400.0,1,0,Street Food,Basavanagudi,Basavanagudi
A3 Nuwang Kitchen,Quick Bites,3.7,42,300.0,1,0,Chinese,Indiranagar,Ejipura
A3 Nuwang Kitchen,Quick Bites,3.7,42,300.0,1,0,North Indian,Indiranagar,Ejipura
Aaccord Restaurant,Casual Dining,2.8,40,600.0,0,0,Continental,"Byresandra,Tavarekere,Madiwala",BTM
Aaccord Restaurant,Casual Dining,2.8,40,600.0,0,0,North Indian,"Byresandra,Tavarekere,Madiwala",BTM
Aaccord Restaurant,Casual Dining,2.8,40,600.0,0,0,Chinese,"Byresandra,Tavarekere,Madiwala",BTM
Aadhya Hotel,"Casual Dining, Bar",3.3,5,800.0,1,0,South Indian,Banashankari,Basavanagudi
Aadhya Hotel,"Casual Dining, Bar",3.3,5,800.0,1,0,North Indian,Banashankari,Basavanagudi
Aadhya Hotel,"Casual Dining, Bar",3.3,5,800.0,1,0,Chinese,Banashankari,Basavanagudi
Aadhya Hotel,"Casual Dining, Bar",3.3,5,800.0,1,0,Biryani,Banashankari,Basavanagudi
Aadvik Nightfood,Delivery,3.6,22,350.0,1,0,Fast Food,Frazer Town,Frazer Town
Aagaman Veg,Casual Dining,2.8,40,900.0,1,0,North Indian,Electronic City,Electronic City
Aagaman Veg,Casual Dining,2.8,40,900.0,1,0,Chinese,Electronic City,Electronic City
Aagaman Veg,Casual Dining,2.8,40,900.0,1,0,South Indian,Electronic City,Electronic City
Aaha,Quick Bites,3.6,93,300.0,1,0,North Indian,Marathahalli,Brookefield
Aaha,Quick Bites,3.6,93,300.0,1,0,Chinese,Marathahalli,Brookefield
Aaha Andhra,Casual Dining,3.4,58,900.0,0,0,Andhra,Marathahalli,Marathahalli
Aaha Andhra,Casual Dining,3.4,58,900.0,0,0,Biryani,Marathahalli,Marathahalli
Aaha Andhra,Casual Dining,3.4,58,900.0,0,0,North Indian,Marathahalli,Marathahalli
Aahar Cafe,Quick Bites,3.5,40,100.0,0,0,South Indian,Basavanagudi,Basavanagudi
Aahar Vihar,Quick Bites,4.0,68,250.0,1,0,North Indian,Brookefield,Marathahalli
Aahara Vihar,Quick Bites,3.5,13,300.0,0,0,South Indian,Malleshwaram,Malleshwaram
Aahara Vihar,Quick Bites,3.5,13,300.0,0,0,North Indian,Malleshwaram,Malleshwaram
Aahara Vihar,Quick Bites,3.5,13,300.0,0,0,Chinese,Malleshwaram,Malleshwaram
Aaharam,Quick Bites,4.0,65,350.0,0,0,Chinese,HSR,Koramangala 1st Block
Aaharam,Quick Bites,4.0,65,350.0,0,0,North Indian,HSR,Koramangala 1st Block
Aalishan Restaurant & Caterer,Casual Dining,3.5,888,650.0,1,0,North Indian,"Byresandra,Tavarekere,Madiwala",Koramangala 7th Block
Aalishan Restaurant & Caterer,Casual Dining,3.5,888,650.0,1,0,Mughlai,"Byresandra,Tavarekere,Madiwala",Koramangala 7th Block
Aami Bangali,Casual Dining,3.0,66,700.0,1,0,Bengali,"Byresandra,Tavarekere,Madiwala",Koramangala 5th Block
Aami Kolkata,Delivery,3.3,5,600.0,0,0,Bengali,Bannerghatta Road,Bannerghatta Road
Aao G Khao G,Quick Bites,3.5,11,200.0,1,0,North Indian,HSR,HSR
Aao G Khao G,Quick Bites,3.5,11,200.0,1,0,Chinese,HSR,HSR
