restaurant name,restaurant type,rate (out of 5),num of ratings,avg cost (two people),online_order,table booking,cuisines type,area,local address
Myu Bar at Gilly's Redefined,"Microbrewery, Bar",4.4,1213,1200.0,0,1,Finger Food,"Byresandra,Tavarekere,Madiwala",Koramangala 4th Block
Myu Bar at Gilly's Redefined,"Microbrewery, Bar",4.4,1213,1200.0,0,1,Continental,"Byresandra,Tavarekere,Madiwala",Koramangala 4th Block
Myu Bar at Gilly's Redefined,"Microbrewery, Bar",4.4,1213,1200.0,0,1,Italian,"Byresandra,Tavarekere,Madiwala",Koramangala 4th Block
Naachiyar's,Casual Dining,3.9,117,600.0,1,0,Chettinad,Brigade Road,Ulsoor
Naadan Bhakshanasaala,Quick Bites,3.3,8,250.0,0,0,Kerala,Electronic City,Electronic City
Naadan Bhakshanasaala,Quick Bites,3.3,8,250.0,0,0,South Indian,Electronic City,Electronic City
Naani'z Biryani,Quick Bites,3.3,6,300.0,0,0,Biryani,HSR,Koramangala 1st Block
Naati Biriyani,Quick Bites,3.1,4,300.0,0,0,Kebab,"Byresandra,Tavarekere,Madiwala",BTM
Naati Biriyani,Quick Bites,3.1,4,300.0,0,0,Biryani,"Byresandra,Tavarekere,Madiwala",BTM
Naati Manae,Casual Dining,3.9,484,700.0,1,1,North Indian,"Byresandra,Tavarekere,Madiwala",Koramangala 5th Block
Naati Manae,Casual Dining,3.9,484,700.0,1,1,South Indian,"Byresandra,Tavarekere,Madiwala",Koramangala 5th Block
Naati Manae,Casual Dining,3.9,484,700.0,1,1,Chinese,"Byresandra,Tavarekere,Madiwala",Koramangala 5th Block
Naati Manae,Casual Dining,3.9,484,700.0,1,1,Biryani,"Byresandra,Tavarekere,Madiwala",Koramangala 5th Block
Nadan Thattukada,Quick Bites,3.7,35,200.0,1,0,Kerala,Jayanagar,BTM
Nadeem's Kitchen,"Takeaway, Delivery",2.9,7,500.0,1,0,Biryani,Kalyan Nagar,Hennur
Nadeem's Kitchen,"Takeaway, Delivery",2.9,7,500.0,1,0,Kebab,Kalyan Nagar,Hennur
Nadella's Kitchen,Quick Bites,3.2,4,300.0,0,0,North Indian,Bannerghatta Road,Bannerghatta Road
Nadella's Kitchen,Quick Bites,3.2,4,300.0,0,0,Biryani,Bannerghatta Road,Bannerghatta Road
Nagappa Naidu Hotel,Quick Bites,2.8,40,200.0,0,0,South Indian,HSR,Bommanahalli
Nagarjuna,Casual Dining,4.2,970,800.0,0,0,Andhra,Marathahalli,Marathahalli
Nagarjuna,Casual Dining,4.2,970,800.0,0,0,Biryani,Marathahalli,Marathahalli
Nagarjuna Chimney,Casual Dining,4.0,920,600.0,0,0,Andhra,Basavanagudi,Jayanagar
Nagarjuna Chimney,Casual Dining,4.0,920,600.0,0,0,Biryani,Basavanagudi,Jayanagar
Nagas,Food Court,3.3,34,500.0,1,0,Andhra,Malleshwaram,Yeshwantpur
Nagas,Food Court,3.3,34,500.0,1,0,South Indian,Malleshwaram,Yeshwantpur
Nagas,Food Court,3.3,34,500.0,1,0,Hyderabadi,Malleshwaram,Yeshwantpur
Naga's,Food Court,2.7,16,500.0,0,0,Hyderabadi,Bannerghatta Road,Bannerghatta Road
Naga's,Food Court,2.7,16,500.0,0,0,Andhra,Bannerghatta Road,Bannerghatta Road
Naga's,Food Court,2.7,16,500.0,0,0,North Indian,Bannerghatta Road,Bannerghatta Road
Nagashree's,Casual Dining,2.9,46,550.0,0,0,South Indian,Brigade Road,Shanti Nagar
Nagashree's,Casual Dining,2.9,46,550.0,0,0,North Indian,Brigade Road,Shanti Nagar
Nagashree's,Casual Dining,2.9,46,550.0,0,0,Fast Food,Brigade Road,Shanti Nagar
Nagli Veg & Non Veg,Quick Bites,2.8,40,150.0,0,0,North Indian,Indiranagar,Old Airport Road
Naidoo's Donne Biryani,"Takeaway, Delivery",3.5,13,300.0,1,0,South Indian,Frazer Town,Kammanahalli
Naidoo's Donne Biryani,"Takeaway, Delivery",3.5,13,300.0,1,0,Biryani,Frazer Town,Kammanahalli
Naidu Military Hotel,Casual Dining,2.7,26,600.0,0,0,South Indian,Basavanagudi,Shanti Nagar
Naidu Military Hotel,Casual Dining,2.7,26,600.0,0,0,Chinese,Basavanagudi,Shanti Nagar
Naidu Military Hotel,Casual Dining,2.7,26,600.0,0,0,Biryani,Basavanagudi,Shanti Nagar
Naina Nand Food Express,Quick Bites,3.3,8,300.0,1,0,North Indian,Kalyan Nagar,HBR Layout
Naina Nand Food Express,Quick Bites,3.3,8,300.0,1,0,Chinese,Kalyan Nagar,HBR Layout
Nainital North Indian Restaurant,Quick Bites,3.5,73,400.0,1,0,North Indian,Electronic City,Electronic City
Nakkala's Food Hunt,Casual Dining,2.4,135,600.0,1,0,North Indian,Marathahalli,Marathahalli
Nakkala's Food Hunt,Casual Dining,2.4,135,600.0,1,0,Chinese,Marathahalli,Marathahalli
Nakkshatra,Casual Dining,3.9,79,1100.0,0,1,North Indian,Indiranagar,Indiranagar
Nakkshatra,Casual Dining,3.9,79,1100.0,0,1,Andhra,Indiranagar,Indiranagar
Nalaas Aapakadai,Food Court,2.7,33,400.0,0,0,South Indian,Whitefield,Whitefield
Nalaas Aapakadai,Food Court,2.7,33,400.0,0,0,Chettinad,Whitefield,Whitefield
NalaMaharaja,Casual Dining,3.3,7,500.0,0,0,North Indian,New BEL Road,New BEL Road
Nalukettu,Delivery,3.5,4,450.0,1,0,Kerala,Kalyan Nagar,HBR Layout
Namak,Quick Bites,3.1,5,650.0,1,0,North Indian,Kalyan Nagar,Nagawara
Namak,Quick Bites,3.1,5,650.0,1,0,Chinese,Kalyan Nagar,Nagawara
Namak Swad Anusaar,Quick Bites,3.8,155,400.0,1,0,North Indian,Brookefield,Marathahalli
Namak Swad Anusaar,Quick Bites,3.8,155,400.0,1,0,Chinese,Brookefield,Marathahalli
Namak Swad Anusaar,Quick Bites,3.8,155,400.0,1,0,Biryani,Brookefield,Marathahalli
Namak Swad Anusaar,Quick Bites,3.8,155,400.0,1,0,Rolls,Brookefield,Marathahalli
Namakh Store And Cafe,Cafe,3.7,18,400.0,1,0,Cafe,Malleshwaram,New BEL Road
Namakh Store And Cafe,Cafe,3.7,18,400.0,1,0,Continental,Malleshwaram,New BEL Road
Namakh Store And Cafe,Cafe,3.7,18,400.0,1,0,American,Malleshwaram,New BEL Road
Namana Garden,Quick Bites,2.6,75,400.0,0,0,North Indian,Bannerghatta Road,BTM
Namana Garden,Quick Bites,2.6,75,400.0,0,0,South Indian,Bannerghatta Road,BTM
Namana Garden,Quick Bites,2.6,75,400.0,0,0,Chinese,Bannerghatta Road,BTM
Namana Garden,Quick Bites,2.6,75,400.0,0,0,Street Food,Bannerghatta Road,BTM
Namana Restaurant,Quick Bites,3.7,30,300.0,0,0,North Indian,Rajajinagar,Basaveshwara Nagar
Namana Restaurant,Quick Bites,3.7,30,300.0,0,0,Chinese,Rajajinagar,Basaveshwara Nagar
Namana Restaurant,Quick Bites,3.7,30,300.0,0,0,Mangalorean,Rajajinagar,Basaveshwara Nagar
Namaste,Quick Bites,2.8,40,70.0,0,0,South Indian,"Byresandra,Tavarekere,Madiwala",BTM
Namaste Kitchen,Casual Dining,3.8,172,400.0,1,0,North Indian,"Byresandra,Tavarekere,Madiwala",Koramangala 5th Block
Namaste Kitchen,Casual Dining,3.8,172,400.0,1,0,South Indian,"Byresandra,Tavarekere,Madiwala",Koramangala 5th Block
Namaste Kitchen,Casual Dining,3.8,172,400.0,1,0,Chinese,"Byresandra,Tavarekere,Madiwala",Koramangala 5th Block
Namdhari's Salad Bar,Quick Bites,3.9,82,300.0,0,0,Juices,Indiranagar,Indiranagar
Namdhari's Salad Bar,Quick Bites,3.9,82,300.0,0,0,Fast Food,Indiranagar,Indiranagar
Namdhari's Salad Bar,Quick Bites,3.9,82,300.0,0,0,Desserts,Indiranagar,Indiranagar
Namdhari's Salad Bar,Quick Bites,3.9,82,300.0,0,0,Salad,Indiranagar,Indiranagar
Nami's Global Kitchen,"Takeaway, Delivery",3.3,6,240.0,0,0,Italian,Indiranagar,Indiranagar
Nami's Global Kitchen,"Takeaway, Delivery",3.3,6,240.0,0,0,North Indian,Indiranagar,Indiranagar
Nami's Global Kitchen,"Takeaway, Delivery",3.3,6,240.0,0,0,Mexican,Indiranagar,Indiranagar
Nami's Global Kitchen,"Takeaway, Delivery",3.3,6,240.0,0,0,Chinese,Indiranagar,Indiranagar
Namma Atithi,Quick Bites,2.8,40,200.0,0,0,North Indian,Electronic City,Electronic City
Namma Atithi,Quick Bites,2.8,40,200.0,0,0,South Indian,Electronic City,Electronic City
Namma Atithi,Quick Bites,2.8,40,200.0,0,0,Chinese,Electronic City,Electronic City
Namma Atithi,Quick Bites,2.8,40,200.0,0,0,Biryani,Electronic City,Electronic City
Namma Banashankari Donne Biryani,Quick Bites,4.0,94,250.0,1,0,Biryani,Basavanagudi,JP Nagar
Namma Banashankari Donne Biryani,Quick Bites,4.0,94,250.0,1,0,Kebab,Basavanagudi,JP Nagar
Namma Biriyani,Quick Bites,3.7,14,250.0,1,0,Biryani,"Byresandra,Tavarekere,Madiwala",Koramangala 5th Block
Namma Biriyani,Quick Bites,3.7,14,250.0,1,0,Chinese,"Byresandra,Tavarekere,Madiwala",Koramangala 5th Block
Namma Biriyani,Quick Bites,3.7,14,250.0,1,0,North Indian,"Byresandra,Tavarekere,Madiwala",Koramangala 5th Block
Namma Biryani,Quick Bites,3.6,24,250.0,1,0,Biryani,Banashankari,Banashankari
Namma Biryani,Quick Bites,3.6,24,250.0,1,0,Chinese,Banashankari,Banashankari
Namma Biryani,Quick Bites,3.6,24,250.0,1,0,North Indian,Banashankari,Banashankari
Namma Brahmin's Idli,Quick Bites,3.6,34,100.0,1,0,South Indian,Banashankari,Jayanagar
Namma Halli Jonne Biryani,Quick Bites,3.3,4,300.0,1,0,Biryani,Bannerghatta Road,Bannerghatta Road
Namma Kadai,Quick Bites,3.4,4,150.0,0,0,South Indian,"Byresandra,Tavarekere,Madiwala",BTM
Namma Kudla,Quick Bites,3.9,200,400.0,1,0,Mangalorean,Bannerghatta Road,JP Nagar
Namma Kudla,Quick Bites,3.9,200,400.0,1,0,North Indian,Bannerghatta Road,JP Nagar
Namma Kudla,Quick Bites,3.9,200,400.0,1,0,Chinese,Bannerghatta Road,JP Nagar
Namma Kudla,Quick Bites,3.9,200,400.0,1,0,Seafood,Bannerghatta Road,JP Nagar
Namma Madurai,Quick Bites,3.0,178,200.0,1,0,South Indian,Marathahalli,Kaggadasapura
Namms Cafe,Delivery,3.1,7,300.0,1,0,Biryani,"Byresandra,Tavarekere,Madiwala",Koramangala 2nd Block
Namms Cafe,Delivery,3.1,7,300.0,1,0,South Indian,"Byresandra,Tavarekere,Madiwala",Koramangala 2nd Block
Namms Cafe,Delivery,3.1,7,300.0,1,0,Fast Food,"Byresandra,Tavarekere,Madiwala",Koramangala 2nd Block
Namms Cafe,Delivery,3.1,7,300.0,1,0,Rolls,"Byresandra,Tavarekere,Madiwala",Koramangala 2nd Block
Namms Cafe,Delivery,3.1,7,300.0,1,0,Kebab,"Byresandra,Tavarekere,Madiwala",Koramangala 2nd Block
Namms Cafe,Delivery,3.1,7,300.0,1,0,North Indian,"Byresandra,Tavarekere,Madiwala",Koramangala 2nd Block
Nammura Baduta,Quick Bites,3.3,8,350.0,1,0,South Indian,Malleshwaram,Vasanth Nagar
Nammura Donne Biriyani,Quick Bites,3.2,5,300.0,1,0,Biryani,Bannerghatta Road,Bannerghatta Road
Nammura Upachara,Quick Bites,3.6,41,300.0,1,0,Chinese,Malleshwaram,Basaveshwara Nagar
Nammura Upachara,Quick Bites,3.6,41,300.0,1,0,North Indian,Malleshwaram,Basaveshwara Nagar
Nammura Upachara,Quick Bites,3.6,41,300.0,1,0,South Indian,Malleshwaram,Basaveshwara Nagar
Nammura Upahara,Quick Bites,3.8,40,100.0,0,0,South Indian,"Byresandra,Tavarekere,Madiwala",JP Nagar
Nandana Mess,Mess,3.3,8,350.0,0,0,South Indian,Sarjapur Road,Bellandur
Nandana Mess,Mess,3.3,8,350.0,0,0,Chinese,Sarjapur Road,Bellandur
Nandanam Family Restaurant,Quick Bites,3.3,4,400.0,0,0,Kerala,Electronic City,Electronic City
Nandanam Family Restaurant,Quick Bites,3.3,4,400.0,0,0,Chinese,Electronic City,Electronic City
Nandanam Restaurant,"Takeaway, Delivery",3.8,50,400.0,1,0,North Indian,Electronic City,Electronic City
Nandanam Restaurant,"Takeaway, Delivery",3.8,50,400.0,1,0,South Indian,Electronic City,Electronic City
Nandanavanam,Quick Bites,3.3,6,300.0,0,0,South Indian,Old Airport Road,Old Airport Road
Nanda's,Casual Dining,2.9,361,450.0,1,0,North Indian,Bellandur,HSR
Nanda's,Casual Dining,2.9,361,450.0,1,0,Chinese,Bellandur,HSR
Nanda's,Casual Dining,2.9,361,450.0,1,0,Andhra,Bellandur,HSR
Nandhana Palace,Casual Dining,4.2,1282,800.0,0,0,Andhra,New BEL Road,New BEL Road
Nandhana Palace,Casual Dining,4.2,1282,800.0,0,0,Biryani,New BEL Road,New BEL Road
Nandhana Palace,Casual Dining,4.2,1282,800.0,0,0,North Indian,New BEL Road,New BEL Road
Nandhana Palace,Casual Dining,4.2,1282,800.0,0,0,Chinese,New BEL Road,New BEL Road
Nandhanam Restaurant,Quick Bites,3.7,7,300.0,1,0,South Indian,"Byresandra,Tavarekere,Madiwala",HSR
Nandhanam Restaurant,Quick Bites,3.7,7,300.0,1,0,Kerala,"Byresandra,Tavarekere,Madiwala",HSR
Nandhanus Rasoi,Quick Bites,3.4,9,200.0,1,0,Chinese,Bannerghatta Road,Jayanagar
Nandhanus Rasoi,Quick Bites,3.4,9,200.0,1,0,Rolls,Bannerghatta Road,Jayanagar
Nandhanus Rasoi,Quick Bites,3.4,9,200.0,1,0,North Indian,Bannerghatta Road,Jayanagar
Nandhanu's Rasoi,Quick Bites,3.0,175,400.0,1,0,Chinese,Banashankari,Kumaraswamy Layout
Nandhanu's Rasoi,Quick Bites,3.0,175,400.0,1,0,North Indian,Banashankari,Kumaraswamy Layout
Nandhi Andhra Style Family Restaurant,Quick Bites,3.4,13,400.0,1,0,Seafood,Basavanagudi,Jayanagar
Nandhi Andhra Style Family Restaurant,Quick Bites,3.4,13,400.0,1,0,Biryani,Basavanagudi,Jayanagar
Nandhi Andhra Style Family Restaurant,Quick Bites,3.4,13,400.0,1,0,South Indian,Basavanagudi,Jayanagar
Nandhi Andhra Style Family Restaurant,Quick Bites,3.4,13,400.0,1,0,North Indian,Basavanagudi,Jayanagar
Nandhi Andhra Style Family Restaurant,Quick Bites,3.4,13,400.0,1,0,Chinese,Basavanagudi,Jayanagar
Nandhi Andhra Style Family Restaurant,Quick Bites,3.4,13,400.0,1,0,Kebab,Basavanagudi,Jayanagar
Nandhini,"Casual Dining, Bar",3.7,111,600.0,1,0,Andhra,Kammanahalli,Banaswadi
Nandhini,"Casual Dining, Bar",3.7,111,600.0,1,0,Chinese,Kammanahalli,Banaswadi
Nandhini,"Casual Dining, Bar",3.7,111,600.0,1,0,North Indian,Kammanahalli,Banaswadi
Nandhini Deluxe,Casual Dining,2.6,283,600.0,0,0,North Indian,Banashankari,Banashankari
Nandhini Paradise,Casual Dining,3.7,289,600.0,0,1,North Indian,Indiranagar,Indiranagar
Nandi Bidadi Thatte Idli,Quick Bites,2.9,33,100.0,0,0,South Indian,Bannerghatta Road,JP Nagar
Nandi Chats and Juice,Quick Bites,3.6,47,150.0,0,0,Street Food,Banashankari,Banashankari
Nandi Mess - Feel Like Mom's,Quick Bites,3.6,30,250.0,1,0,South Indian,Brookefield,Whitefield
Nandighosha,Quick Bites,3.6,535,400.0,1,0,Bengali,Brookefield,Marathahalli
Nandighosha,Quick Bites,3.6,535,400.0,1,0,Seafood,Brookefield,Marathahalli
Nandighosha,Quick Bites,3.6,535,400.0,1,0,Oriya,Brookefield,Marathahalli
Nandighosha,Quick Bites,3.6,535,400.0,1,0,North Indian,Brookefield,Marathahalli
Nandighosha,Quick Bites,3.6,535,400.0,1,0,Biryani,Brookefield,Marathahalli
Nandini Andhra Style Mess,Quick Bites,3.4,28,350.0,0,0,North Indian,Old Airport Road,Old Airport Road
Nandini Andhra Style Mess,Quick Bites,3.4,28,350.0,0,0,Chinese,Old Airport Road,Old Airport Road
Nandini Andhra Style Mess,Quick Bites,3.4,28,350.0,0,0,South Indian,Old Airport Road,Old Airport Road
Nandini Deluxe,Casual Dining,2.8,55,600.0,0,0,North Indian,Brookefield,Brookefield
Nandini Deluxe,Casual Dining,2.8,55,600.0,0,0,Chinese,Brookefield,Brookefield
Nandini Dosa Camp,Quick Bites,2.8,40,100.0,0,0,South Indian,Electronic City,Electronic City
Nandini Swadista Loka,Quick Bites,3.3,4,300.0,0,0,North Indian,Malleshwaram,Rajajinagar
Nandini Swadista Loka,Quick Bites,3.3,4,300.0,0,0,South Indian,Malleshwaram,Rajajinagar
Nandini Swadista Loka,Quick Bites,3.3,4,300.0,0,0,Chinese,Malleshwaram,Rajajinagar
Nando's,Casual Dining,4.1,308,1200.0,1,0,Portuguese,Malleshwaram,Malleshwaram
Nando's,Casual Dining,4.1,308,1200.0,1,0,Wraps,Malleshwaram,Malleshwaram
Nando's,Casual Dining,4.1,308,1200.0,1,0,Burger,Malleshwaram,Malleshwaram
Nando's,Casual Dining,4.1,308,1200.0,1,0,Salad,Malleshwaram,Malleshwaram
Nanna Munna,Quick Bites,3.4,8,200.0,0,0,North Indian,"Byresandra,Tavarekere,Madiwala",BTM
Nanna Munna,Quick Bites,3.4,8,200.0,0,0,Chinese,"Byresandra,Tavarekere,Madiwala",BTM
Nanna Munna Paratha House,Quick Bites,3.5,12,300.0,1,0,North Indian,Koramangala 5th Block,BTM
Napoli Italian Bistro,"Casual Dining, Bar",4.1,1056,1200.0,1,1,Italian,Bellandur,HSR
Napoli Italian Bistro,"Casual Dining, Bar",4.1,1056,1200.0,1,1,Mexican,Bellandur,HSR
Napoli Italian Bistro,"Casual Dining, Bar",4.1,1056,1200.0,1,1,Continental,Bellandur,HSR
Napoli Italian Bistro,"Casual Dining, Bar",4.1,1056,1200.0,1,1,Pizza,Bellandur,HSR
Narayana Veg Treat,Quick Bites,3.1,8,350.0,0,0,North Indian,Electronic City,Electronic City
Narayana Veg Treat,Quick Bites,3.1,8,350.0,0,0,South Indian,Electronic City,Electronic City
Narayana Veg Treat,Quick Bites,3.1,8,350.0,0,0,Chinese,Electronic City,Electronic City
Narmadha's Hyderabad Biriyani,Casual Dining,3.9,204,550.0,0,0,Biryani,"Byresandra,Tavarekere,Madiwala",BTM
Narmadha's Hyderabad Biriyani,Casual Dining,3.9,204,550.0,0,0,North Indian,"Byresandra,Tavarekere,Madiwala",BTM
Narmadha's Hyderabad Biriyani,Casual Dining,3.9,204,550.0,0,0,Andhra,"Byresandra,Tavarekere,Madiwala",BTM
Nashta Pani -The Gujarat's Special,Quick Bites,3.4,83,200.0,1,0,Gujarati,Brookefield,Marathahalli
Nashta Pani -The Gujarat's Special,Quick Bites,3.4,83,200.0,1,0,Fast Food,Brookefield,Marathahalli
Nasi And Mee,Casual Dining,4.4,907,1000.0,1,1,Malaysian,Whitefield,Whitefield
Nasi And Mee,Casual Dining,4.4,907,1000.0,1,1,Thai,Whitefield,Whitefield
Nasi And Mee,Casual Dining,4.4,907,1000.0,1,1,Singaporean,Whitefield,Whitefield
Nasi And Mee,Casual Dining,4.4,907,1000.0,1,1,Asian,Whitefield,Whitefield
Nasi And Mee,Casual Dining,4.4,907,1000.0,1,1,Chinese,Whitefield,Whitefield
Nasi And Mee,Casual Dining,4.4,907,1000.0,1,1,Momos,Whitefield,Whitefield
Nati Biriyani Mane,"Takeaway, Delivery",3.2,4,200.0,0,0,Biryani,Jayanagar,JP Nagar
Nati Biriyani Mane,"Takeaway, Delivery",3.2,4,200.0,0,0,South Indian,Jayanagar,JP Nagar
Nati Palace,Quick Bites,3.5,11,200.0,1,0,South Indian,Bannerghatta Road,JP Nagar
Nati Palace,Quick Bites,3.5,11,200.0,1,0,North Indian,Bannerghatta Road,JP Nagar
Natuna Seafood House,Quick Bites,4.1,76,450.0,1,0,Seafood,Koramangala 4th Block,Koramangala 5th Block
Natural Ice Cream,Dessert Parlor,4.1,119,150.0,0,0,Ice Cream,Frazer Town,Frazer Town
Natural Ice Cream,Dessert Parlor,4.1,119,150.0,0,0,Desserts,Frazer Town,Frazer Town
Natural Mumbai Kulfi,Dessert Parlor,3.5,8,130.0,1,0,Ice Cream,Bannerghatta Road,BTM
Natural Veg,Quick Bites,3.1,22,250.0,1,0,North Indian,New BEL Road,Sanjay Nagar
Natural Veg,Quick Bites,3.1,22,250.0,1,0,Street Food,New BEL Road,Sanjay Nagar
Nature's Caff,Cafe,3.9,32,400.0,0,0,Continental,Malleshwaram,Sadashiv Nagar
Nature's Caff,Cafe,3.9,32,400.0,0,0,Italian,Malleshwaram,Sadashiv Nagar
Nature's Caff,Cafe,3.9,32,400.0,0,0,Cafe,Malleshwaram,Sadashiv Nagar
Nature's Nectar,Casual Dining,3.7,38,600.0,0,0,Continental,HSR,HSR
Nature's Nectar,Casual Dining,3.7,38,600.0,0,0,Healthy Food,HSR,HSR
Nature's Restaurant,Quick Bites,3.3,4,300.0,0,0,Chinese,Old Airport Road,Domlur
Nature's Restaurant,Quick Bites,3.3,4,300.0,0,0,Mangalorean,Old Airport Road,Domlur
Nature's Restaurant,Quick Bites,3.3,4,300.0,0,0,North Indian,Old Airport Road,Domlur
Navab's,Delivery,3.6,9,600.0,0,0,Mughlai,Koramangala 4th Block,Koramangala 4th Block
Navami,Casual Dining,3.5,79,600.0,1,0,Andhra,Basavanagudi,Jayanagar
Navami,Casual Dining,3.5,79,600.0,1,0,North Indian,Basavanagudi,Jayanagar
Navami,Casual Dining,3.5,79,600.0,1,0,Chinese,Basavanagudi,Jayanagar
Navami,Casual Dining,3.5,79,600.0,1,0,Mangalorean,Basavanagudi,Jayanagar
Navami,Casual Dining,3.5,79,600.0,1,0,Seafood,Basavanagudi,Jayanagar
Navami,Casual Dining,3.5,79,600.0,1,0,Biryani,Basavanagudi,Jayanagar
Navami Kitchen,Casual Dining,2.8,40,500.0,1,0,Andhra,Kalyan Nagar,Banaswadi
Navami Kitchen,Casual Dining,2.8,40,500.0,1,0,North Indian,Kalyan Nagar,Banaswadi
Navami Kitchen,Casual Dining,2.8,40,500.0,1,0,Chinese,Kalyan Nagar,Banaswadi
Navami Kitchen,Casual Dining,2.8,40,500.0,1,0,Seafood,Kalyan Nagar,Banaswadi
Navaneetha,Quick Bites,3.3,4,400.0,0,0,Andhra,Koramangala 7th Block,Koramangala 8th Block
Navaneetha,Quick Bites,3.3,4,400.0,0,0,Chinese,Koramangala 7th Block,Koramangala 8th Block
Navarang Fast Food,Quick Bites,3.6,114,300.0,1,0,North Indian,Frazer Town,Kammanahalli
Navarang Fast Food,Quick Bites,3.6,114,300.0,1,0,Chinese,Frazer Town,Kammanahalli
Navarang Fast Food,Quick Bites,3.6,114,300.0,1,0,Kebab,Frazer Town,Kammanahalli
Navarang Fast Food,Quick Bites,3.6,114,300.0,1,0,Rolls,Frazer Town,Kammanahalli
Naveen Kabab & Biriyani Mane,Quick Bites,3.2,9,300.0,0,0,Biryani,Banashankari,Banashankari
Navi Food Point,Quick Bites,3.6,22,200.0,1,0,Fast Food,Banashankari,Basavanagudi
Navi's Kitchen,Quick Bites,2.8,40,250.0,1,0,North Indian,HSR,Bommanahalli
Navi's Kitchen,Quick Bites,2.8,40,250.0,1,0,Chinese,HSR,Bommanahalli
Navrang Kabab Korner,Casual Dining,3.7,349,600.0,1,0,North Indian,Malleshwaram,Rajajinagar
Navrang Kabab Korner,Casual Dining,3.7,349,600.0,1,0,Mughlai,Malleshwaram,Rajajinagar
Navrang Kabab Korner,Casual Dining,3.7,349,600.0,1,0,Biryani,Malleshwaram,Rajajinagar
Navrang Kabab Korner,Casual Dining,3.7,349,600.0,1,0,Chinese,Malleshwaram,Rajajinagar
Navrang Kabab Korner,Casual Dining,3.7,349,600.0,1,0,Kebab,Malleshwaram,Rajajinagar
Navya Andhra Style Restaurant,Delivery,3.5,12,200.0,0,0,North Indian,"Byresandra,Tavarekere,Madiwala",Hosur Road
Navya Andhra Style Restaurant,Delivery,3.5,12,200.0,0,0,South Indian,"Byresandra,Tavarekere,Madiwala",Hosur Road
Navya Foods,Quick Bites,3.4,7,300.0,1,0,North Indian,Basavanagudi,HSR
Navya Foods,Quick Bites,3.4,7,300.0,1,0,Fast Food,Basavanagudi,HSR
Navya's,Casual Dining,2.5,47,800.0,1,0,Hyderabadi,"Byresandra,Tavarekere,Madiwala",Bommanahalli
Navya's,Casual Dining,2.5,47,800.0,1,0,Biryani,"Byresandra,Tavarekere,Madiwala",Bommanahalli
Navya's,Casual Dining,2.5,47,800.0,1,0,North Indian,"Byresandra,Tavarekere,Madiwala",Bommanahalli
Nawab Di Biryani,"Takeaway, Delivery",2.8,40,400.0,0,0,Biryani,Whitefield,Whitefield
Nawab Di Biryani,"Takeaway, Delivery",2.8,40,400.0,0,0,Mughlai,Whitefield,Whitefield
Nawab-E-Khana,Quick Bites,3.1,6,500.0,0,0,North Indian,Brookefield,Whitefield
Nawab-E-Khana,Quick Bites,3.1,6,500.0,0,0,Biryani,Brookefield,Whitefield
Nawabi Handi,Quick Bites,3.4,23,350.0,0,0,Biryani,Brookefield,Whitefield
Nawabi Handi,Quick Bites,3.4,23,350.0,0,0,Hyderabadi,Brookefield,Whitefield
Nawabi Handi,Quick Bites,3.4,23,350.0,0,0,North Indian,Brookefield,Whitefield
Nawabi Kitchen,Casual Dining,2.8,40,600.0,0,0,North Indian,Brookefield,Brookefield
Nawabi Kitchen,Casual Dining,2.8,40,600.0,0,0,Chinese,Brookefield,Brookefield
Nawabi Zaica,Casual Dining,3.5,19,600.0,1,0,North Indian,Brookefield,Marathahalli
Nawabi Zaica,Casual Dining,3.5,19,600.0,1,0,Mughlai,Brookefield,Marathahalli
Nawabi Zaica,Casual Dining,3.5,19,600.0,1,0,Chinese,Brookefield,Marathahalli
Nawabs Empire,Quick Bites,3.2,5,300.0,0,0,North Indian,Whitefield,"ITPL Main Road, Whitefield"
Nawabs Empire,Quick Bites,3.2,5,300.0,0,0,Chinese,Whitefield,"ITPL Main Road, Whitefield"
Nawabs Empire,Quick Bites,3.2,5,300.0,0,0,Arabian,Whitefield,"ITPL Main Road, Whitefield"
Nawabs Empire,Quick Bites,3.2,5,300.0,0,0,Momos,Whitefield,"ITPL Main Road, Whitefield"
Nawab's Kolkatta Roll,Kiosk,3.4,4,150.0,0,0,Street Food,Church Street,Brigade Road
Nawab's Kolkatta Roll,Kiosk,3.4,4,150.0,0,0,Rolls,Church Street,Brigade Road
Nayi Dilli by Anand Sweets,Casual Dining,4.0,119,1000.0,0,1,North Indian,Bellandur,Sarjapur Road
Nayi Dilli by Anand Sweets,Casual Dining,4.0,119,1000.0,0,1,Chinese,Bellandur,Sarjapur Road
Neals Cafe,Quick Bites,3.1,14,550.0,0,0,North Indian,Bannerghatta Road,Bannerghatta Road
Neals Cafe,Quick Bites,3.1,14,550.0,0,0,Chinese,Bannerghatta Road,Bannerghatta Road
Nebula,Casual Dining,3.3,6,700.0,0,0,North Indian,Malleshwaram,Malleshwaram
Nebula,Casual Dining,3.3,6,700.0,0,0,Chinese,Malleshwaram,Malleshwaram
Nebula,Casual Dining,3.3,6,700.0,0,0,Thai,Malleshwaram,Malleshwaram
Nebula,Casual Dining,3.3,6,700.0,0,0,Italian,Malleshwaram,Malleshwaram
Nebula,Casual Dining,3.3,6,700.0,0,0,South Indian,Malleshwaram,Malleshwaram
